Symbol,Timeframe,Strategy,Total_Trades,Win_Rate_%,Total_PnL_USD,ROI_%,Profit_Factor,Avg_Hold_Days
BNB/USDT,4h,4h Turtle Trading (Breakout),13,53.84615384615385,24.032905794774344,24.03290579477435,2.5033999793348998,3.141025641025642
ETH/USDT,4h,4h Turtle Trading (Breakout),13,46.15384615384615,14.165709470534761,14.165709470534752,1.9848739515765415,2.7820512820512824
BTC/USDT,4h,4h Turtle Trading (Breakout),11,45.45454545454545,12.434072506635282,12.434072506635303,1.8913099308522323,5.318181818181819
SOL/USDT,4h,4h Turtle Trading (Breakout),13,46.15384615384615,11.149248755045166,11.149248755045164,1.9426722154338647,2.5897435897435894
SOL/USDT,12h,12h Market Structure (Pullback),1,100.0,0.0729109208888198,0.07291092088881612,inf,2.0
ETH/USDT,12h,12h Market Structure (Pullback),1,0.0,-3.8093255868847464,-3.8093255868847398,0.0,3.0
